Area,Age,value
Hausjärvi,63,128.0
Hausjärvi,64,129.0
Hausjärvi,65,109.0
Hausjärvi,66,144.0
Hausjärvi,67,106.0
Hausjärvi,68,118.0
Hausjärvi,69,104.0
Hausjärvi,70,114.0
Hausjärvi,71,127.0
Hausjärvi,72,99.0
Hausjärvi,73,124.0
Hausjärvi,74,100.0
Hausjärvi,75,88.0
Hausjärvi,76,69.0
Hausjärvi,77,87.0
Hausjärvi,78,95.0
Hausjärvi,79,87.0
Hausjärvi,80,75.0
Hausjärvi,81,50.0
Hausjärvi,82,46.0
Hausjärvi,83,31.0
Hausjärvi,84,54.0
Hausjärvi,85,27.0
Hausjärvi,86,32.0
Hausjärvi,87,24.0
Hausjärvi,88,18.0
Hausjärvi,89,12.0
Hausjärvi,90,19.0
Hausjärvi,91,21.0
Hausjärvi,92,6.0
Hausjärvi,93,15.0
Hausjärvi,94,9.0
Hausjärvi,95,7.0
Hausjärvi,96,8.0
Hausjärvi,97,6.0
Hausjärvi,98,2.0
Hausjärvi,99,0.0
Hausjärvi,100 -,2.0
Heinola,Total,17694.0
Heinola,0,79.0
Heinola,1,74.0
Heinola,2,86.0
Heinola,3,93.0
Heinola,4,82.0
Heinola,5,96.0
Heinola,6,101.0
Heinola,7,110.0
Heinola,8,121.0
Heinola,9,134.0
Heinola,10,130.0
Heinola,11,147.0
Heinola,12,144.0
Heinola,13,153.0
Heinola,14,156.0
Heinola,15,156.0
Heinola,16,182.0
Heinola,17,149.0
Heinola,18,181.0
Heinola,19,142.0
Heinola,20,119.0
Heinola,21,142.0
Heinola,22,124.0
Heinola,23,106.0
Heinola,24,109.0
Heinola,25,97.0
Heinola,26,109.0
Heinola,27,122.0
Heinola,28,131.0
Heinola,29,105.0
Heinola,30,135.0
Heinola,31,165.0
Heinola,32,127.0
Heinola,33,165.0
Heinola,34,179.0
Heinola,35,131.0
Heinola,36,135.0
Heinola,37,164.0
Heinola,38,154.0
Heinola,39,158.0
Heinola,40,163.0
Heinola,41,181.0
Heinola,42,172.0
Heinola,43,148.0
Heinola,44,175.0
Heinola,45,177.0
Heinola,46,184.0
Heinola,47,191.0
Heinola,48,189.0
Heinola,49,188.0
Heinola,50,202.0
Heinola,51,201.0
Heinola,52,178.0
Heinola,53,212.0
Heinola,54,222.0
Heinola,55,228.0
Heinola,56,242.0
Heinola,57,274.0
Heinola,58,277.0
Heinola,59,252.0
Heinola,60,328.0
Heinola,61,287.0
Heinola,62,309.0
Heinola,63,326.0
Heinola,64,308.0
Heinola,65,319.0
Heinola,66,339.0
Heinola,67,287.0
Heinola,68,337.0
Heinola,69,356.0
Heinola,70,351.0
Heinola,71,346.0
Heinola,72,327.0
Heinola,73,366.0
Heinola,74,355.0
Heinola,75,347.0
Heinola,76,345.0
Heinola,77,335.0
Heinola,78,318.0
Heinola,79,302.0
Heinola,80,252.0
Heinola,81,232.0
Heinola,82,191.0
Heinola,83,135.0
Heinola,84,202.0
Heinola,85,145.0
Heinola,86,119.0
Heinola,87,107.0
Heinola,88,107.0
Heinola,89,82.0
Heinola,90,69.0
Heinola,91,60.0
Heinola,92,28.0
Heinola,93,29.0
Heinola,94,22.0
Heinola,95,21.0
Heinola,96,19.0
Heinola,97,10.0
Heinola,98,9.0
Heinola,99,9.0
Heinola,100 -,9.0
Heinävesi,Total,2888.0
Heinävesi,0,9.0
Heinävesi,1,15.0
Heinävesi,2,7.0
Heinävesi,3,12.0
Heinävesi,4,12.0
Heinävesi,5,7.0
Heinävesi,6,12.0
Heinävesi,7,9.0
Heinävesi,8,19.0
Heinävesi,9,16.0
Heinävesi,10,18.0
Heinävesi,11,23.0
Heinävesi,12,23.0
Heinävesi,13,19.0
Heinävesi,14,28.0
Heinävesi,15,30.0
Heinävesi,16,26.0
Heinävesi,17,24.0
Heinävesi,18,10.0
Heinävesi,19,14.0
Heinävesi,20,13.0
Heinävesi,21,14.0
Heinävesi,22,17.0
Heinävesi,23,24.0
Heinävesi,24,13.0
Heinävesi,25,13.0
Heinävesi,26,14.0
Heinävesi,27,16.0
Heinävesi,28,9.0
Heinävesi,29,12.0
Heinävesi,30,16.0
Heinävesi,31,18.0
Heinävesi,32,16.0
Heinävesi,33,26.0
Heinävesi,34,19.0
Heinävesi,35,24.0
Heinävesi,36,20.0
Heinävesi,37,17.0
Heinävesi,38,17.0
Heinävesi,39,23.0
Heinävesi,40,13.0
Heinävesi,41,24.0
Heinävesi,42,28.0
Heinävesi,43,18.0
Heinävesi,44,33.0
Heinävesi,45,30.0
Heinävesi,46,38.0
Heinävesi,47,31.0
Heinävesi,48,34.0
Heinävesi,49,33.0
Heinävesi,50,38.0
Heinävesi,51,30.0
Heinävesi,52,35.0
Heinävesi,53,29.0
Heinävesi,54,37.0
Heinävesi,55,31.0
Heinävesi,56,36.0
Heinävesi,57,40.0
Heinävesi,58,36.0
Heinävesi,59,59.0
Heinävesi,60,46.0
Heinävesi,61,61.0
Heinävesi,62,50.0
Heinävesi,63,56.0
Heinävesi,64,65.0
Heinävesi,65,52.0
Heinävesi,66,77.0
Heinävesi,67,58.0
Heinävesi,68,63.0
Heinävesi,69,83.0
Heinävesi,70,56.0
Heinävesi,71,64.0
Heinävesi,72,65.0
Heinävesi,73,75.0
Heinävesi,74,49.0
Heinävesi,75,58.0
Heinävesi,76,56.0
Heinävesi,77,54.0
Heinävesi,78,52.0
Heinävesi,79,63.0
Heinävesi,80,50.0
Heinävesi,81,30.0
Heinävesi,82,35.0
Heinävesi,83,21.0
Heinävesi,84,36.0
Heinävesi,85,27.0
Heinävesi,86,26.0
Heinävesi,87,30.0
Heinävesi,88,27.0
Heinävesi,89,13.0
Heinävesi,90,14.0
Heinävesi,91,13.0
Heinävesi,92,9.0
Heinävesi,93,4.0
Heinävesi,94,10.0
Heinävesi,95,5.0
Heinävesi,96,4.0
Heinävesi,97,3.0
Heinävesi,98,0.0
Heinävesi,99,1.0
Heinävesi,100 -,0.0
Helsinki,Total,694392.0
Helsinki,0,6711.0
Helsinki,1,6114.0
Helsinki,2,5957.0
Helsinki,3,6013.0
Helsinki,4,6718.0
Helsinki,5,6257.0
Helsinki,6,6022.0
Helsinki,7,6105.0
Helsinki,8,6375.0
Helsinki,9,6632.0
Helsinki,10,6736.0
Helsinki,11,6838.0
Helsinki,12,6804.0
Helsinki,13,6831.0
Helsinki,14,6629.0
Helsinki,15,6748.0
Helsinki,16,6720.0
Helsinki,17,6687.0
Helsinki,18,6543.0
Helsinki,19,7160.0
Helsinki,20,7664.0
Helsinki,21,8459.0
Helsinki,22,8959.0
Helsinki,23,9458.0
Helsinki,24,10076.0
Helsinki,25,10943.0
Helsinki,26,11267.0
Helsinki,27,11616.0
Helsinki,28,12217.0
Helsinki,29,12433.0
Helsinki,30,12553.0
Helsinki,31,12735.0
Helsinki,32,13007.0
Helsinki,33,13038.0
Helsinki,34,12695.0
Helsinki,35,12694.0
Helsinki,36,12329.0
Helsinki,37,12131.0
Helsinki,38,11423.0
Helsinki,39,10940.0
Helsinki,40,10936.0
Helsinki,41,10783.0
Helsinki,42,10858.0
Helsinki,43,10560.0
Helsinki,44,10063.0
Helsinki,45,9652.0
Helsinki,46,9571.0
Helsinki,47,9330.0
Helsinki,48,9134.0
Helsinki,49,9018.0
Helsinki,50,8516.0
Helsinki,51,8022.0
Helsinki,52,7092.0
Helsinki,53,7074.0
Helsinki,54,7065.0
Helsinki,55,7255.0
Helsinki,56,7224.0
Helsinki,57,7864.0
Helsinki,58,7977.0
Helsinki,59,7944.0
Helsinki,60,8024.0
Helsinki,61,7953.0
Helsinki,62,7827.0
Helsinki,63,7585.0
Helsinki,64,7044.0
Helsinki,65,6965.0
Helsinki,66,6561.0
Helsinki,67,6240.0
Helsinki,68,6147.0
Helsinki,69,6215.0
Helsinki,70,6012.0
Helsinki,71,5986.0
Helsinki,72,5647.0
Helsinki,73,5665.0
Helsinki,74,5423.0
Helsinki,75,5501.0
Helsinki,76,5752.0
Helsinki,77,5760.0
Helsinki,78,5773.0
Helsinki,79,5457.0
Helsinki,80,4976.0
Helsinki,81,3763.0
Helsinki,82,3440.0
Helsinki,83,2565.0
Helsinki,84,3326.0
Helsinki,85,2283.0
Helsinki,86,2363.0
Helsinki,87,2011.0
Helsinki,88,1708.0
Helsinki,89,1398.0
Helsinki,90,1239.0
Helsinki,91,1025.0
Helsinki,92,859.0
Helsinki,93,722.0
Helsinki,94,535.0
Helsinki,95,485.0
Helsinki,96,340.0
Helsinki,97,219.0
Helsinki,98,161.0
Helsinki,99,99.0
Helsinki,100 -,163.0
Hirvensalmi,Total,2023.0
Hirvensalmi,0,9.0
Hirvensalmi,1,11.0
Hirvensalmi,2,12.0
Hirvensalmi,3,13.0
Hirvensalmi,4,11.0
Hirvensalmi,5,14.0
Hirvensalmi,6,9.0
Hirvensalmi,7,12.0
Hirvensalmi,8,18.0
Hirvensalmi,9,16.0
Hirvensalmi,10,13.0
Hirvensalmi,11,14.0
Hirvensalmi,12,14.0
Hirvensalmi,13,18.0
Hirvensalmi,14,14.0
Hirvensalmi,15,15.0
Hirvensalmi,16,18.0
Hirvensalmi,17,7.0
Hirvensalmi,18,9.0
Hirvensalmi,19,8.0
Hirvensalmi,20,4.0
Hirvensalmi,21,7.0
Hirvensalmi,22,5.0
Hirvensalmi,23,10.0
Hirvensalmi,24,11.0
Hirvensalmi,25,18.0
Hirvensalmi,26,17.0
Hirvensalmi,27,20.0
Hirvensalmi,28,15.0
Hirvensalmi,29,7.0
Hirvensalmi,30,6.0
Hirvensalmi,31,17.0
Hirvensalmi,32,11.0
Hirvensalmi,33,16.0
Hirvensalmi,34,22.0
Hirvensalmi,35,16.0
Hirvensalmi,36,13.0
Hirvensalmi,37,16.0
Hirvensalmi,38,19.0
Hirvensalmi,39,19.0
Hirvensalmi,40,13.0
Hirvensalmi,41,26.0
Hirvensalmi,42,16.0
Hirvensalmi,43,15.0
Hirvensalmi,44,11.0
Hirvensalmi,45,17.0
Hirvensalmi,46,18.0
Hirvensalmi,47,8.0
Hirvensalmi,48,20.0
Hirvensalmi,49,30.0
Hirvensalmi,50,30.0
Hirvensalmi,51,11.0
Hirvensalmi,52,22.0
Hirvensalmi,53,30.0
Hirvensalmi,54,30.0
Hirvensalmi,55,34.0
Hirvensalmi,56,33.0
Hirvensalmi,57,35.0
Hirvensalmi,58,20.0
Hirvensalmi,59,42.0
Hirvensalmi,60,27.0
Hirvensalmi,61,43.0
Hirvensalmi,62,40.0
Hirvensalmi,63,37.0
Hirvensalmi,64,41.0
Hirvensalmi,65,39.0
Hirvensalmi,66,51.0
Hirvensalmi,67,39.0
Hirvensalmi,68,47.0
Hirvensalmi,69,47.0
Hirvensalmi,70,49.0
Hirvensalmi,71,53.0
Hirvensalmi,72,49.0
Hirvensalmi,73,36.0
Hirvensalmi,74,44.0
Hirvensalmi,75,40.0
Hirvensalmi,76,38.0
Hirvensalmi,77,43.0
Hirvensalmi,78,40.0
Hirvensalmi,79,34.0
Hirvensalmi,80,27.0
Hirvensalmi,81,27.0
Hirvensalmi,82,14.0
Hirvensalmi,83,13.0
Hirvensalmi,84,29.0
Hirvensalmi,85,14.0
Hirvensalmi,86,9.0
Hirvensalmi,87,9.0
Hirvensalmi,88,12.0
Hirvensalmi,89,8.0
Hirvensalmi,90,10.0
Hirvensalmi,91,9.0
Hirvensalmi,92,7.0
Hirvensalmi,93,4.0
Hirvensalmi,94,4.0
Hirvensalmi,95,1.0
Hirvensalmi,96,3.0
Hirvensalmi,97,1.0
Hirvensalmi,98,0.0
Hirvensalmi,99,0.0
Hirvensalmi,100 -,0.0
Hollola,Total,22775.0
Hollola,0,188.0
Hollola,1,170.0
Hollola,2,155.0
Hollola,3,220.0
Hollola,4,221.0
Hollola,5,189.0
Hollola,6,199.0
Hollola,7,205.0
Hollola,8,241.0
Hollola,9,255.0
Hollola,10,275.0
Hollola,11,284.0
Hollola,12,300.0
Hollola,13,314.0
Hollola,14,296.0
Hollola,15,315.0
Hollola,16,271.0
Hollola,17,294.0
Hollola,18,275.0
Hollola,19,226.0
Hollola,20,182.0
Hollola,21,134.0
Hollola,22,127.0
Hollola,23,106.0
Hollola,24,102.0
Hollola,25,131.0
Hollola,26,123.0
Hollola,27,127.0
Hollola,28,183.0
Hollola,29,169.0
Hollola,30,210.0
Hollola,31,224.0
Hollola,32,250.0
Hollola,33,245.0
Hollola,34,264.0
Hollola,35,261.0
Hollola,36,270.0
Hollola,37,248.0
Hollola,38,258.0
Hollola,39,248.0
Hollola,40,271.0
Hollola,41,281.0
Hollola,42,345.0
Hollola,43,308.0
Hollola,44,284.0
Hollola,45,295.0
Hollola,46,253.0
Hollola,47,300.0
Hollola,48,319.0
Hollola,49,280.0
Hollola,50,298.0
Hollola,51,295.0
Hollola,52,287.0
Hollola,53,287.0
Hollola,54,287.0
Hollola,55,306.0
Hollola,56,314.0
Hollola,57,304.0
Hollola,58,364.0
Hollola,59,347.0
Hollola,60,349.0
Hollola,61,334.0
Hollola,62,356.0
Hollola,63,335.0
Hollola,64,289.0
Hollola,65,297.0
Hollola,66,319.0
Hollola,67,334.0
Hollola,68,316.0
Hollola,69,325.0
Hollola,70,300.0
Hollola,71,326.0
Hollola,72,309.0
Hollola,73,314.0
Hollola,74,300.0
Hollola,75,335.0
Hollola,76,317.0
Hollola,77,297.0
Hollola,78,307.0
Hollola,79,296.0
Hollola,80,225.0
Hollola,81,189.0
Hollola,82,159.0
Hollola,83,117.0
Hollola,84,178.0
Hollola,85,119.0
Hollola,86,119.0
Hollola,87,101.0
Hollola,88,83.0
Hollola,89,67.0
Hollola,90,75.0
Hollola,91,44.0
Hollola,92,39.0
Hollola,93,35.0
Hollola,94,27.0
Hollola,95,20.0
Hollola,96,14.0
Hollola,97,14.0
Hollola,98,4.0
Hollola,99,6.0
Hollola,100 -,5.0
Huittinen,Total,9546.0
Huittinen,0,62.0
Huittinen,1,53.0
Huittinen,2,64.0
Huittinen,3,70.0
Huittinen,4,58.0
Huittinen,5,81.0
Huittinen,6,77.0
Huittinen,7,67.0
Huittinen,8,84.0
Huittinen,9,102.0
Huittinen,10,94.0
Huittinen,11,105.0
Huittinen,12,87.0
Huittinen,13,99.0
Huittinen,14,115.0
Huittinen,15,107.0
Huittinen,16,103.0
Huittinen,17,99.0
Huittinen,18,111.0
Huittinen,19,108.0
Huittinen,20,73.0
Huittinen,21,73.0
Huittinen,22,66.0
Huittinen,23,64.0
Huittinen,24,87.0
Huittinen,25,73.0
Huittinen,26,91.0
Huittinen,27,88.0
Huittinen,28,72.0
Huittinen,29,81.0
Huittinen,30,69.0
Huittinen,31,83.0
Huittinen,32,92.0
Huittinen,33,92.0
Huittinen,34,106.0
Huittinen,35,125.0
Huittinen,36,98.0
Huittinen,37,108.0
Huittinen,38,112.0
Huittinen,39,108.0
Huittinen,40,98.0
Huittinen,41,124.0
Huittinen,42,124.0
Huittinen,43,127.0
Huittinen,44,111.0
Huittinen,45,100.0
Huittinen,46,112.0
Huittinen,47,111.0
Huittinen,48,108.0
Huittinen,49,104.0
Huittinen,50,104.0
Huittinen,51,91.0
Huittinen,52,90.0
Huittinen,53,97.0
Huittinen,54,116.0
Huittinen,55,128.0
Huittinen,56,111.0
Huittinen,57,125.0
Huittinen,58,119.0
Huittinen,59,142.0
Huittinen,60,145.0
Huittinen,61,148.0
Huittinen,62,134.0
Huittinen,63,165.0
Huittinen,64,144.0
Huittinen,65,146.0
Huittinen,66,152.0
Huittinen,67,118.0
Huittinen,68,151.0
Huittinen,69,161.0
Huittinen,70,135.0
Huittinen,71,160.0
Huittinen,72,147.0
Huittinen,73,157.0
Huittinen,74,132.0
Huittinen,75,148.0
Huittinen,76,137.0
Huittinen,77,142.0
Huittinen,78,145.0
Huittinen,79,154.0
Huittinen,80,111.0
Huittinen,81,82.0
Huittinen,82,71.0
Huittinen,83,70.0
Huittinen,84,87.0
Huittinen,85,69.0
Huittinen,86,79.0
Huittinen,87,59.0
Huittinen,88,45.0
Huittinen,89,38.0
Huittinen,90,42.0
Huittinen,91,37.0
Huittinen,92,18.0
Huittinen,93,17.0
Huittinen,94,16.0
Huittinen,95,9.0
Huittinen,96,10.0
Huittinen,97,3.0
Huittinen,98,4.0
Huittinen,99,2.0
Huittinen,100 -,7.0
Humppila,Total,2074.0
Humppila,0,7.0
Humppila,1,12.0
Humppila,2,18.0
Humppila,3,14.0
Humppila,4,17.0
Humppila,5,18.0
Humppila,6,15.0
Humppila,7,13.0
Humppila,8,17.0
Humppila,9,10.0
Humppila,10,11.0
Humppila,11,20.0
Humppila,12,20.0
Humppila,13,23.0
Humppila,14,24.0
Humppila,15,17.0
Humppila,16,20.0
Humppila,17,26.0
Humppila,18,22.0
Humppila,19,27.0
Humppila,20,16.0
Humppila,21,19.0
Humppila,22,13.0
Humppila,23,5.0
Humppila,24,10.0
Humppila,25,16.0
Humppila,26,19.0
Humppila,27,15.0
Humppila,28,20.0
Humppila,29,24.0
Humppila,30,10.0
Humppila,31,19.0
Humppila,32,17.0
Humppila,33,14.0
Humppila,34,16.0
Humppila,35,9.0
Humppila,36,18.0
Humppila,37,23.0
Humppila,38,17.0
Humppila,39,18.0
Humppila,40,27.0
Humppila,41,22.0
Humppila,42,32.0
Humppila,43,31.0
Humppila,44,28.0
Humppila,45,25.0
Humppila,46,27.0
Humppila,47,18.0
Humppila,48,29.0
Humppila,49,32.0
Humppila,50,36.0
Humppila,51,26.0
Humppila,52,28.0
Humppila,53,18.0
Humppila,54,18.0
Humppila,55,22.0
Humppila,56,23.0
Humppila,57,32.0
Humppila,58,32.0
Humppila,59,34.0
Humppila,60,30.0
Humppila,61,33.0
Humppila,62,37.0
Humppila,63,40.0
Humppila,64,28.0
Humppila,65,39.0
Humppila,66,39.0
Humppila,67,32.0
Humppila,68,37.0
Humppila,69,45.0
Humppila,70,42.0
Humppila,71,39.0
Humppila,72,44.0
Humppila,73,45.0
Humppila,74,38.0
Humppila,75,36.0
Humppila,76,25.0
Humppila,77,37.0
Humppila,78,23.0
Humppila,79,20.0
Humppila,80,21.0
Humppila,81,17.0
Humppila,82,20.0
Humppila,83,11.0
Humppila,84,12.0
Humppila,85,7.0
Humppila,86,14.0
Humppila,87,9.0
Humppila,88,9.0
Humppila,89,4.0
Humppila,90,5.0
Humppila,91,6.0
Humppila,92,5.0
Humppila,93,8.0
Humppila,94,4.0
Humppila,95,3.0
Humppila,96,0.0
Humppila,97,1.0
Humppila,98,0.0
Humppila,99,0.0
Humppila,100 -,0.0
Hyrynsalmi,Total,1984.0
Hyrynsalmi,0,8.0
Hyrynsalmi,1,5.0
Hyrynsalmi,2,9.0
Hyrynsalmi,3,13.0
Hyrynsalmi,4,14.0
Hyrynsalmi,5,15.0
Hyrynsalmi,6,8.0
Hyrynsalmi,7,12.0
Hyrynsalmi,8,12.0
Hyrynsalmi,9,14.0
Hyrynsalmi,10,9.0
Hyrynsalmi,11,14.0
Hyrynsalmi,12,16.0
Hyrynsalmi,13,11.0
Hyrynsalmi,14,10.0
Hyrynsalmi,15,12.0
Hyrynsalmi,16,18.0
Hyrynsalmi,17,12.0
Hyrynsalmi,18,10.0
Hyrynsalmi,19,14.0
Hyrynsalmi,20,7.0
Hyrynsalmi,21,9.0
Hyrynsalmi,22,6.0
Hyrynsalmi,23,8.0
Hyrynsalmi,24,12.0
Hyrynsalmi,25,6.0
Hyrynsalmi,26,6.0
Hyrynsalmi,27,7.0
Hyrynsalmi,28,9.0
Hyrynsalmi,29,13.0
Hyrynsalmi,30,17.0
Hyrynsalmi,31,9.0
Hyrynsalmi,32,17.0
Hyrynsalmi,33,10.0
Hyrynsalmi,34,20.0
Hyrynsalmi,35,19.0
Hyrynsalmi,36,14.0
Hyrynsalmi,37,15.0
Hyrynsalmi,38,15.0
Hyrynsalmi,39,13.0
Hyrynsalmi,40,14.0
Hyrynsalmi,41,23.0
Hyrynsalmi,42,12.0
Hyrynsalmi,43,16.0
Hyrynsalmi,44,15.0
Hyrynsalmi,45,8.0
Hyrynsalmi,46,17.0
Hyrynsalmi,47,15.0
Hyrynsalmi,48,13.0
Hyrynsalmi,49,15.0
Hyrynsalmi,50,19.0
Hyrynsalmi,51,19.0
Hyrynsalmi,52,16.0
Hyrynsalmi,53,17.0
Hyrynsalmi,54,27.0
Hyrynsalmi,55,19.0
Hyrynsalmi,56,32.0
Hyrynsalmi,57,24.0
Hyrynsalmi,58,28.0
Hyrynsalmi,59,29.0
Hyrynsalmi,60,37.0
Hyrynsalmi,61,41.0
Hyrynsalmi,62,42.0
Hyrynsalmi,63,46.0
Hyrynsalmi,64,39.0
Hyrynsalmi,65,43.0
Hyrynsalmi,66,39.0
Hyrynsalmi,67,43.0
Hyrynsalmi,68,62.0
Hyrynsalmi,69,57.0
Hyrynsalmi,70,47.0
Hyrynsalmi,71,52.0
Hyrynsalmi,72,47.0
Hyrynsalmi,73,48.0
Hyrynsalmi,74,44.0
Hyrynsalmi,75,45.0
Hyrynsalmi,76,46.0
Hyrynsalmi,77,46.0
Hyrynsalmi,78,35.0
Hyrynsalmi,79,41.0
Hyrynsalmi,80,26.0
Hyrynsalmi,81,30.0
Hyrynsalmi,82,21.0
Hyrynsalmi,83,19.0
Hyrynsalmi,84,29.0
Hyrynsalmi,85,17.0
Hyrynsalmi,86,20.0
Hyrynsalmi,87,21.0
Hyrynsalmi,88,16.0
Hyrynsalmi,89,9.0
Hyrynsalmi,90,8.0
Hyrynsalmi,91,5.0
Hyrynsalmi,92,2.0
Hyrynsalmi,93,6.0
Hyrynsalmi,94,4.0
Hyrynsalmi,95,1.0
Hyrynsalmi,96,3.0
Hyrynsalmi,97,1.0
Hyrynsalmi,98,0.0
Hyrynsalmi,99,0.0
Hyrynsalmi,100 -,0.0
Hyvinkää,Total,47015.0
Hyvinkää,0,341.0
Hyvinkää,1,345.0
Hyvinkää,2,318.0
Hyvinkää,3,390.0
Hyvinkää,4,413.0
Hyvinkää,5,377.0
Hyvinkää,6,385.0
Hyvinkää,7,420.0
Hyvinkää,8,474.0
Hyvinkää,9,433.0
Hyvinkää,10,509.0
Hyvinkää,11,484.0
Hyvinkää,12,516.0
Hyvinkää,13,517.0
Hyvinkää,14,554.0
Hyvinkää,15,512.0
Hyvinkää,16,555.0
Hyvinkää,17,580.0
Hyvinkää,18,578.0
Hyvinkää,19,544.0
Hyvinkää,20,483.0
Hyvinkää,21,461.0
Hyvinkää,22,392.0
Hyvinkää,23,401.0
Hyvinkää,24,425.0
Hyvinkää,25,427.0
Hyvinkää,26,448.0
Hyvinkää,27,473.0
Hyvinkää,28,503.0
Hyvinkää,29,507.0
Hyvinkää,30,533.0
Hyvinkää,31,597.0
Hyvinkää,32,564.0
Hyvinkää,33,631.0
Hyvinkää,34,624.0
Hyvinkää,35,642.0
Hyvinkää,36,614.0
Hyvinkää,37,662.0
Hyvinkää,38,601.0
Hyvinkää,39,611.0
Hyvinkää,40,598.0
Hyvinkää,41,611.0
Hyvinkää,42,648.0
Hyvinkää,43,692.0
Hyvinkää,44,590.0
Hyvinkää,45,580.0
Hyvinkää,46,614.0
Hyvinkää,47,603.0
Hyvinkää,48,592.0
Hyvinkää,49,603.0
Hyvinkää,50,625.0
Hyvinkää,51,576.0
Hyvinkää,52,560.0
Hyvinkää,53,531.0
Hyvinkää,54,586.0
Hyvinkää,55,573.0
Hyvinkää,56,600.0
Hyvinkää,57,673.0
Hyvinkää,58,656.0
Hyvinkää,59,628.0
Hyvinkää,60,654.0
Hyvinkää,61,664.0
Hyvinkää,62,646.0
Hyvinkää,63,670.0
Hyvinkää,64,654.0
Hyvinkää,65,622.0
Hyvinkää,66,592.0
Hyvinkää,67,577.0
Hyvinkää,68,599.0
Hyvinkää,69,633.0
Hyvinkää,70,618.0
Hyvinkää,71,561.0
Hyvinkää,72,593.0
Hyvinkää,73,560.0
Hyvinkää,74,550.0
Hyvinkää,75,553.0
Hyvinkää,76,586.0
Hyvinkää,77,561.0
Hyvinkää,78,539.0
Hyvinkää,79,507.0
Hyvinkää,80,446.0
Hyvinkää,81,338.0
Hyvinkää,82,291.0
Hyvinkää,83,219.0
Hyvinkää,84,351.0
Hyvinkää,85,189.0
Hyvinkää,86,220.0
Hyvinkää,87,170.0
Hyvinkää,88,186.0
Hyvinkää,89,141.0
Hyvinkää,90,131.0
Hyvinkää,91,105.0
Hyvinkää,92,81.0
Hyvinkää,93,63.0
Hyvinkää,94,49.0
Hyvinkää,95,33.0
Hyvinkää,96,29.0
Hyvinkää,97,20.0
Hyvinkää,98,18.0
Hyvinkää,99,7.0
Hyvinkää,100 -,6.0
Hämeenkyrö,Total,10249.0
Hämeenkyrö,0,63.0
Hämeenkyrö,1,80.0
Hämeenkyrö,2,78.0
Hämeenkyrö,3,88.0
Hämeenkyrö,4,107.0
Hämeenkyrö,5,87.0
Hämeenkyrö,6,114.0
Hämeenkyrö,7,90.0
Hämeenkyrö,8,117.0
Hämeenkyrö,9,130.0
Hämeenkyrö,10,118.0
Hämeenkyrö,11,151.0
Hämeenkyrö,12,126.0
Hämeenkyrö,13,138.0
Hämeenkyrö,14,138.0
Hämeenkyrö,15,114.0
Hämeenkyrö,16,131.0
Hämeenkyrö,17,125.0
Hämeenkyrö,18,110.0
Hämeenkyrö,19,90.0
Hämeenkyrö,20,71.0
Hämeenkyrö,21,88.0
Hämeenkyrö,22,63.0
Hämeenkyrö,23,76.0
Hämeenkyrö,24,73.0
Hämeenkyrö,25,55.0
Hämeenkyrö,26,47.0
Hämeenkyrö,27,64.0
Hämeenkyrö,28,70.0
Hämeenkyrö,29,81.0
Hämeenkyrö,30,81.0
Hämeenkyrö,31,87.0
Hämeenkyrö,32,101.0
Hämeenkyrö,33,116.0
Hämeenkyrö,34,130.0
Hämeenkyrö,35,118.0
Hämeenkyrö,36,112.0
Hämeenkyrö,37,121.0
Hämeenkyrö,38,115.0
Hämeenkyrö,39,129.0
Hämeenkyrö,40,128.0
Hämeenkyrö,41,152.0
Hämeenkyrö,42,139.0
Hämeenkyrö,43,161.0
Hämeenkyrö,44,127.0
Hämeenkyrö,45,143.0
Hämeenkyrö,46,144.0
Hämeenkyrö,47,123.0
Hämeenkyrö,48,126.0
Hämeenkyrö,49,116.0
Hämeenkyrö,50,109.0
Hämeenkyrö,51,108.0
Hämeenkyrö,52,135.0
Hämeenkyrö,53,139.0
Hämeenkyrö,54,144.0
Hämeenkyrö,55,145.0
Hämeenkyrö,56,159.0
Hämeenkyrö,57,137.0
Hämeenkyrö,58,167.0
Hämeenkyrö,59,143.0
Hämeenkyrö,60,123.0
Hämeenkyrö,61,166.0
Hämeenkyrö,62,161.0
Hämeenkyrö,63,160.0
Hämeenkyrö,64,161.0
Hämeenkyrö,65,170.0
Hämeenkyrö,66,141.0
Hämeenkyrö,67,116.0
Hämeenkyrö,68,139.0
Hämeenkyrö,69,161.0
Hämeenkyrö,70,128.0
Hämeenkyrö,71,130.0
Hämeenkyrö,72,162.0
Hämeenkyrö,73,125.0
Hämeenkyrö,74,138.0
Hämeenkyrö,75,142.0
Hämeenkyrö,76,120.0
Hämeenkyrö,77,121.0
Hämeenkyrö,78,141.0
Hämeenkyrö,79,113.0
Hämeenkyrö,80,107.0
Hämeenkyrö,81,77.0
Hämeenkyrö,82,70.0
Hämeenkyrö,83,58.0
Hämeenkyrö,84,68.0
Hämeenkyrö,85,40.0
Hämeenkyrö,86,50.0
Hämeenkyrö,87,55.0
Hämeenkyrö,88,36.0
Hämeenkyrö,89,24.0
Hämeenkyrö,90,23.0
Hämeenkyrö,91,19.0
Hämeenkyrö,92,10.0
Hämeenkyrö,93,15.0
Hämeenkyrö,94,11.0
Hämeenkyrö,95,9.0
Hämeenkyrö,96,10.0
Hämeenkyrö,97,3.0
